"","Track URI","track_name","album_name","artist_name","release_date","song_dur","pop","exp","Added By","Added At","genre","record_label","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_sig","artist_group","mean_song_dur","mean_pop","mean_exp","mean_danceability","mean_energy","mean_loudness","mean_speechiness","mean_acousticness","mean_instrumentalness","mean_liveness","mean_valence","mean_tempo"
"51","spotify:track:5TRPicyLGbAF2LGBFbHGvO","Flashing Lights","Graduation - 2007","Kanye West",2007-09-11,237506,88,TRUE,"bobrossthelegend",2026-02-16 17:28:58,"rap,neo soul","Roc-A-Fella",0.639,0.628,6,-7.578,0,0.0398,0.0381,0,0.386,0.43,90.482,4,"Kanye West",233518.714285714,74.2142857142857,1,0.576857142857143,0.622857142857143,-7.31321428571429,0.187971428571429,0.11681,4.01935714285714e-05,0.299228571428571,0.520642857142857,100.092642857143
"52","spotify:track:0NrtwAmRAdLxua31SzHvXr","Everything I Am","Graduation - 2007","Kanye West",2007-09-11,227893,75,TRUE,"bobrossthelegend",2026-02-16 17:28:58,"rap,east coast hip hop","Roc-A-Fella",0.631,0.623,8,-6.971,1,0.264,0.466,1.61e-06,0.151,0.765,80.23,4,"Kanye West",233518.714285714,74.2142857142857,1,0.576857142857143,0.622857142857143,-7.31321428571429,0.187971428571429,0.11681,4.01935714285714e-05,0.299228571428571,0.520642857142857,100.092642857143
"53","spotify:track:0lWjRSzq5chA9fps3pM8Zr","The Glory","Graduation - 2007","Kanye West",2007-09-11,212706,67,TRUE,"bobrossthelegend",2026-02-16 17:28:58,"rap","Roc-A-Fella",0.423,0.643,6,-7.261,1,0.287,0.0455,0,0.172,0.708,84.334,4,"Kanye West",233518.714285714,74.2142857142857,1,0.576857142857143,0.622857142857143,-7.31321428571429,0.187971428571429,0.11681,4.01935714285714e-05,0.299228571428571,0.520642857142857,100.092642857143
"54","spotify:track:4iz9lGMjU1lXS51oPmUmTe","Homecoming","Graduation - 2007","Kanye West",2007-09-11,203493,83,TRUE,"bobrossthelegend",2026-02-16 17:28:58,"rap","Roc-A-Fella",0.67,0.747,1,-7.059,1,0.189,0.337,0,0.115,0.918,86.918,4,"Kanye West",233518.714285714,74.2142857142857,1,0.576857142857143,0.622857142857143,-7.31321428571429,0.187971428571429,0.11681,4.01935714285714e-05,0.299228571428571,0.520642857142857,100.092642857143
"55","spotify:track:2L47m9erkB5KBZcaqWtYen","Big Brother","Graduation - 2007","Kanye West",2007-09-11,287560,64,TRUE,"bobrossthelegend",2026-02-16 17:28:58,"rap","Roc-A-Fella",0.506,0.742,11,-6.248,0,0.264,0.213,0,0.0642,0.301,78.173,4,"Kanye West",233518.714285714,74.2142857142857,1,0.576857142857143,0.622857142857143,-7.31321428571429,0.187971428571429,0.11681,4.01935714285714e-05,0.299228571428571,0.520642857142857,100.092642857143
"56","spotify:track:3bhyo2ED5Yd4RLydQBDtD6","Good Night","Graduation - 2007","Kanye West",2007-09-11,185973,63,TRUE,"bobrossthelegend",2026-02-16 17:28:58,"rap,east coast hip hop,old school hip hop,hip hop,spoken word","Roc-A-Fella",0.696,0.526,11,-10.504,0,0.229,0.178,0,0.192,0.691,88.931,4,"Kanye West",233518.714285714,74.2142857142857,1,0.576857142857143,0.622857142857143,-7.31321428571429,0.187971428571429,0.11681,4.01935714285714e-05,0.299228571428571,0.520642857142857,100.092642857143
"57","spotify:track:5e5MKPtJuFb8NaeSEyV5gD","Say You Will","808s & Heartbreak - 2008","Kanye West",2008-02-04,377600,57,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.603,0.401,0,-10.155,0,0.0306,0.542,0.225,0.103,0.347,172.633,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"58","spotify:track:3F18I7LhWKxlf1PytSoTBH","Welcome To Heartbreak","808s & Heartbreak - 2008","Kanye West",2008-02-04,262933,61,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.677,0.435,7,-11.024,0,0.033,0.0985,0.721,0.111,0.0729,95.991,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"59","spotify:track:4EWCNWgDS8707fNSZ1oaA5","Heartless","808s & Heartbreak - 2008","Kanye West",2008-02-04,211000,86,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"60","spotify:track:0m3Ze0cy8qBHSsV2exAfCw","Amazing","808s & Heartbreak - 2008","Kanye West",2008-02-04,238333,66,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap,southern hip hop,crunk,gangster rap","Roc-A-Fella",0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"61","spotify:track:1kxeWHF9PrCVZHvVskv8lg","Love Lockdown","808s & Heartbreak - 2008","Kanye West",2008-02-04,270306,66,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"62","spotify:track:0w2piYWj1F2bzUftzGJgK9","Paranoid","808s & Heartbreak - 2008","Kanye West",2008-02-04,277906,65,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.587,0.611,6,-7.408,1,0.106,0.114,9.83e-05,0.0765,0.464,114.991,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"63","spotify:track:02LAK7qT1wya0klSeNO96f","RoboCop","808s & Heartbreak - 2008","Kanye West",2008-02-04,274360,56,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.698,0.447,5,-8.04,0,0.102,0.157,0.00564,0.405,0.407,133.776,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"64","spotify:track:6j8gTlbhj9KJSeypNcNAS9","Street Lights","808s & Heartbreak - 2008","Kanye West",2008-02-04,189906,63,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.644,0.487,6,-9.654,1,0.034,0.0287,0.0166,0.206,0.467,125.528,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"65","spotify:track:1nNPoG2hygEvrFGlHdhvJ9","Bad News","808s & Heartbreak - 2008","Kanye West",2008-02-04,238773,56,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.749,0.436,9,-11.99,1,0.0393,0.0288,0.201,0.114,0.167,106.171,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"66","spotify:track:5zuoz1NBnpoHK6g5sbEH8F","See You In My Nightmares","808s & Heartbreak - 2008","Kanye West",2008-02-04,258120,56,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap,hip hop","Roc-A-Fella",0.676,0.432,7,-8.035,0,0.0339,0.0626,0,0.103,0.156,124.597,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"67","spotify:track:2RRFTLIglxHgAYQzsSLI4Y","Coldest Winter","808s & Heartbreak - 2008","Kanye West",2008-02-04,164333,58,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.761,0.516,0,-10.229,1,0.044,0.171,3.21e-06,0.265,0.562,133.999,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"68","spotify:track:6giHsGo1eSYZSXKdNwTC62","Pinocchio Story","808s & Heartbreak - 2008","Kanye West",2008-02-04,361600,48,FALSE,"bobrossthelegend",2026-02-16 17:29:01,"rap","Roc-A-Fella",0.341,0.281,10,-13.204,0,0.0501,0.95,0,0.948,0.306,74.997,4,"Kanye West",260430.833333333,61.5,0,0.656166666666667,0.480916666666667,-9.3165,0.057975,0.206191666666667,0.148945125833333,0.22945,0.350908333333333,119.7015
"69","spotify:track:1jIfaHx4jUl1mqdig9wUra","No Church In The Wild","Watch The Throne - 2011","Kanye West",2011-05-06,272508,53,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap,r&b","Roc Nation/RocAFella/IDJ",0.676,0.726,8,-8.261,0,0.0928,0.269,0.0238,0.136,0.569,92.804,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"70","spotify:track:2tS99DuyfPPJLBVeD8iAuV","Lift Off","Watch The Throne - 2011","Kanye West",2011-05-06,266248,45,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.548,0.762,2,-8.028,0,0.0687,0.169,0.00227,0.348,0.257,89.307,3,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"71","spotify:track:0Bh5fftQH3Nnr5sH3I9G5o","Ni**as In Paris","Watch The Throne - 2011","Kanye West",2011-05-06,219322,52,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.791,0.857,1,-5.835,1,0.301,0.117,0,0.198,0.737,140.092,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"72","spotify:track:4KyMZxbMbrSPHwMczzgxqQ","Otis","Watch The Throne - 2011","Kanye West",2011-05-06,178224,50,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap,motown,soul,classic soul,soul blues","Roc Nation/RocAFella/IDJ",0.751,0.658,7,-4.666,0,0.293,0.487,0,0.549,0.434,94.584,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"73","spotify:track:36mTP2gYrZ13YzytQ5p0QW","Gotta Have It","Watch The Throne - 2011","Kanye West",2011-05-06,140746,48,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.74,0.481,7,-7.381,1,0.167,0.36,0,0.203,0.356,149.786,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"74","spotify:track:0q9GhLUyqu6wCgl1d1S7hO","New Day","Watch The Throne - 2011","Kanye West",2011-05-06,272853,45,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.56,0.631,10,-7.324,0,0.0781,0.363,0.000102,0.179,0.352,90.912,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"75","spotify:track:07CRJ8rXcaaqtboD6QXGur","That's My Bitch","Watch The Throne - 2011","Kanye West",2011-05-06,202565,45,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.766,0.866,4,-6.645,0,0.118,0.123,0.00195,0.121,0.494,109.1,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"76","spotify:track:5oXniOwyoZL3XB1C4xuiU1","Welcome To The Jungle","Watch The Throne - 2011","Kanye West",2011-05-06,174127,42,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.657,0.901,7,-6.73,1,0.366,0.0156,3.33e-06,0.175,0.337,92.985,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"77","spotify:track:5vqGzocoPjRQLsnL7UBOpE","Who Gon Stop Me","Watch The Throne - 2011","Kanye West",2011-05-06,256696,45,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.598,0.77,0,-3.926,0,0.187,0.0539,0.000255,0.694,0.362,134.074,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"78","spotify:track:5y55cugikYzqJeZfVBqDeB","Murder To Excellence","Watch The Throne - 2011","Kanye West",2011-05-06,300968,44,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.404,0.845,1,-4.311,1,0.431,0.0454,0,0.137,0.612,84.454,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"79","spotify:track:57CdogxwhzdHhqjj0115He","Made In America","Watch The Throne - 2011","Kanye West",2011-05-06,292066,43,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.703,0.727,11,-7.43,0,0.183,0.0357,5.62e-05,0.213,0.569,165.902,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"80","spotify:track:1xUGUTWQNqQzYOX1mkAlFw","Why I Love You","Watch The Throne - 2011","Kanye West",2011-05-06,199205,47,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.592,0.796,5,-4.41,1,0.0394,0.0351,0,0.254,0.387,125.03,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"81","spotify:track:7t259tTXkuNVfxdQcnEagh","Illest Motherf***** Alive","Watch The Throne - 2011","Kanye West",2011-05-06,323260,48,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.562,0.633,11,-7.076,1,0.0715,0.162,0,0.654,0.279,139.91,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"82","spotify:track:64rnghzDMy4cAEMZhSOp9h","H•A•M","Watch The Throne - 2011","Kanye West",2011-05-06,275733,55,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"rap,hip hop,east coast hip hop","Roc Nation/RocAFella/IDJ",0.63,0.521,8,-5.515,1,0.0581,0.0324,0,0.349,0.0378,140.062,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"83","spotify:track:4WQrG3ke074wTes10aLPBT","Primetime","Watch The Throne - 2011","Kanye West",2011-05-06,199240,57,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap","Roc Nation/RocAFella/IDJ",0.675,0.901,4,-5.018,0,0.19,0.16,1.91e-05,0.317,0.502,84.984,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"84","spotify:track:6SaPAcPPnp0Wq3IUxcwHNe","The Joy","Watch The Throne - 2011","Kanye West",2011-05-06,315593,49,TRUE,"bobrossthelegend",2026-02-16 17:32:14,"hip hop,east coast hip hop,rap,classic soul,soul,funk,motown","Roc Nation/RocAFella/IDJ",0.454,0.471,7,-7.385,1,0.424,0.127,3.88e-05,0.146,0.316,73.522,4,"Kanye West",243084.625,48,1,0.6316875,0.721625,-6.2463125,0.1917875,0.15969375,0.001780901875,0.2920625,0.41255,112.96925
"85","spotify:track:1gqkRc9WtOpnGIqxf2Hvzr","On Sight","Yeezus - 2013","Kanye West",2013-06-18,156480,73,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.605,0.469,9,-3.182,0,0.327,0.487,0,0.28,0.515,101.601,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"86","spotify:track:722tgOgdIbNe3BEyLnejw4","Black Skinhead","Yeezus - 2013","Kanye West",2013-06-18,188013,73,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"87","spotify:track:0HMCdlOPJkAGlB0MlSWIcO","I Am A God","Yeezus - 2013","Kanye West",2013-06-18,231506,60,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.51,0.532,4,-7.405,0,0.0715,0.0367,0.000794,0.165,0.305,111.885,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"88","spotify:track:4cAgkb0ifwn0FSHGXnr4F6","New Slaves","Yeezus - 2013","Kanye West",2013-06-18,256093,66,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.506,0.59,1,-4.322,1,0.076,0.165,1.09e-05,0.096,0.359,141.099,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"89","spotify:track:5nIu0VwPOsjkF61zfevLKh","Hold My Liquor","Yeezus - 2013","Kanye West",2013-06-18,326946,65,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.497,0.322,8,-10.358,1,0.0333,0.0194,7.72e-06,0.115,0.04,106.976,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"90","spotify:track:52NmkyHsGsHGb1UX8fTkMg","I'm In It","Yeezus - 2013","Kanye West",2013-06-18,234853,57,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.485,0.604,1,-4.591,1,0.345,0.141,0,0.0668,0.45,170.337,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"91","spotify:track:42GcjriRK6srwHkfbkBqVl","Blood On The Leaves","Yeezus - 2013","Kanye West",2013-06-18,359800,64,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.397,0.69,2,-4.108,0,0.195,0.395,0,0.101,0.36,172.073,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"92","spotify:track:5nPOM0nFRAJ3XI8xCxNAzO","Guilt Trip","Yeezus - 2013","Kanye West",2013-06-18,243746,61,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.439,0.666,4,-6.078,0,0.0754,0.159,9.56e-06,0.129,0.579,137.9,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"93","spotify:track:3RKblQNJs8HPvWBgXmq6nn","Send It Up","Yeezus - 2013","Kanye West",2013-06-18,178040,56,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.579,0.544,9,-5.193,1,0.352,0.292,7.41e-05,0.282,0.365,93.562,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"94","spotify:track:3sNVsP50132BTNlImLx70i","Bound 2","Yeezus - 2013","Kanye West",2013-06-18,229146,83,TRUE,"bobrossthelegend",2026-02-16 17:34:08,"rap","Rock The World/IDJ/Kanye/LP6",0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,4,"Kanye West",240462.3,65.8,1,0.5151,0.5891,-5.4181,0.18007,0.18412,8.9628e-05,0.15158,0.3608,131.4473
"95","spotify:track:1eQBEelI2NCy7AUTerX0KS","Ultralight Beam","The Life of Pablo - 2016","Kanye West",2016-06-10,320680,67,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.592,0.403,0,-8.768,0,0.414,0.62,0,0.54,0.391,105.169,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"96","spotify:track:4KW1lqgSr8TKrvBII0Brf8","Father Stretch My Hands Pt. 1","The Life of Pablo - 2016","Kanye West",2016-06-10,135920,80,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"97","spotify:track:1Wsbr1d2BouNGk2q92mIj7","Pt. 2","The Life of Pablo - 2016","Kanye West",2016-06-10,130293,64,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.674,0.752,11,-4.073,1,0.333,0.552,0,0.787,0.236,145.076,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"98","spotify:track:19a3JfW8BQwqHWUMbcqSx8","Famous","The Life of Pablo - 2016","Kanye West",2016-06-10,196040,72,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"99","spotify:track:49fT6owWuknekShh9utsjv","Feedback","The Life of Pablo - 2016","Kanye West",2016-06-10,147240,61,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.811,0.566,8,-6.033,0,0.517,0.563,0,0.104,0.169,100.224,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"100","spotify:track:36o4taPyOdnOMf01ERmn9a","Low Lights","The Life of Pablo - 2016","Kanye West",2016-06-10,131773,55,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.603,0.593,7,-4.685,1,0.109,0.706,0,0.121,0.523,101.956,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"101","spotify:track:4qYLPta5HZ36idWiXtqh7B","Highlights","The Life of Pablo - 2016","Kanye West",2016-06-10,199866,58,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.547,0.626,2,-6.244,1,0.208,0.00572,0,0.313,0.346,101.971,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"102","spotify:track:6wfzokDylbrJzrJcpnBkcy","Freestyle 4","The Life of Pablo - 2016","Kanye West",2016-06-10,123386,56,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.564,0.537,9,-8.381,0,0.095,0.0449,0,0.0907,0.459,126.036,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"103","spotify:track:3nAq2hCr1oWsIU54tS98pL","Waves","The Life of Pablo - 2016","Kanye West",2016-06-10,181573,70,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.557,0.586,10,-4.57,1,0.0382,0.0528,7.33e-06,0.339,0.0681,96.091,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"104","spotify:track:30Zcjs7pgEkmJA1lEbGSWT","FML","The Life of Pablo - 2016","Kanye West",2016-06-10,236120,64,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.527,0.415,5,-7.184,1,0.131,0.329,0,0.195,0.12,125.357,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"105","spotify:track:66Q3fAmSX5eHamgbKa9alP","Real Friends","The Life of Pablo - 2016","Kanye West",2016-06-10,251573,64,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"106","spotify:track:432hUIl3ISDeytYW5XBQ5h","Wolves","The Life of Pablo - 2016","Kanye West",2016-06-10,301586,67,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.395,0.392,1,-8.034,1,0.0925,0.219,0.00173,0.134,0.103,155.856,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"107","spotify:track:2CHmgtK8OCL28WtIK96u4N","30 Hours","The Life of Pablo - 2016","Kanye West",2016-06-10,323302,65,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.823,0.813,7,-6.71,1,0.288,0.0359,0,0.0886,0.373,95.012,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"108","spotify:track:0zLClc0emc6qUeV1p5nc99","No More Parties In LA","The Life of Pablo - 2016","Kanye West",2016-06-10,374413,70,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.508,0.921,5,-1.644,1,0.303,0.246,0,0.221,0.681,93.058,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
