"","Track URI","track_name","album_name","artist_name","release_date","song_dur","pop","exp","Added By","Added At","genre","record_label","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_sig","artist_group","mean_song_dur","mean_pop","mean_exp","mean_danceability","mean_energy","mean_loudness","mean_speechiness","mean_acousticness","mean_instrumentalness","mean_liveness","mean_valence","mean_tempo"
"109","spotify:track:3MnbXlC1N7GdS9M8HzA6no","Facts (Charlie Heat Version)","The Life of Pablo - 2016","Kanye West",2016-06-10,200733,57,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.777,0.662,1,-3.761,0,0.143,0.0518,0,0.168,0.4,142.059,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"110","spotify:track:3cCxoOgfi6hgt8MNteuiiD","Fade","The Life of Pablo - 2016","Kanye West",2016-06-10,193747,65,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.752,0.765,9,-5.805,0,0.0908,0.118,0,0.31,0.309,105.998,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"111","spotify:track:1o0kWPueYo94LIjPYOE5Nf","Saint Pablo","The Life of Pablo - 2016","Kanye West",2016-06-10,372113,72,TRUE,"bobrossthelegend",2026-02-16 17:35:07,"rap","Rock The World/IDJ/Kanye LP7",0.461,0.772,2,-3.98,0,0.375,0.282,0,0.178,0.414,167.018,4,"Kanye West",198003.85,63.65,1,0.621,0.59085,-6.0367,0.27398,0.341461,0.0001161165,0.23974,0.410605,116.1468
"112","spotify:track:1v24T2ug4TlssYZvI3aL4O","Lust For Life","So Far Gone - 2009","Drake",2009-02-13,176179,71,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.462,0.422,6,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"113","spotify:track:3XLSlQLJf3Ut0zvMUxnF1h","Houstatlantavegas","So Far Gone - 2009","Drake",2009-02-13,290791,70,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.683,0.695,1,-6.798,0,0.0574,0.393,0.00124,0.124,0.406,135.337,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"114","spotify:track:6NwhtCYkfwWlcR62Ac4E7y","Successful (feat. Trey Songz & Lil Wayne)","So Far Gone - 2009","Drake",2009-02-13,375050,61,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,r&b,hip hop","Young Money/Cash Money Records",0.562,0.544,8,-5.065,1,0.369,0.536,0,0.17,0.231,159.517,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"115","spotify:track:4FDSPGncHRpr6yB8DD4CtI","Let’s Call It Off (feat. Peter Bjorn and John)","So Far Gone - 2009","Drake",2009-02-13,234175,61,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,indie","Young Money/Cash Money Records",0.79,0.731,9,-4.607,0,0.0327,0.00427,0.29,0.157,0.938,127.403,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"116","spotify:track:0JaVdpmiex2EP7bBzyKVTa","November 18th","So Far Gone - 2009","Drake",2009-02-13,188189,61,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.749,0.476,11,-11.147,0,0.507,0.579,0,0.1,0.534,71.937,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"117","spotify:track:2hcohLIysMxofYziluXCoX","Ignant Shit (feat. Lil Wayne)","So Far Gone - 2009","Drake",2009-02-13,302492,55,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,hip hop","Young Money/Cash Money Records",0.591,0.846,7,-3.687,1,0.276,0.186,0,0.463,0.121,94.795,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"118","spotify:track:3lkkkYc1wBj5l3FVlpqvP6","A Night Off (feat. Lloyd)","So Far Gone - 2009","Drake",2009-02-13,193962,61,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,r&b","Young Money/Cash Money Records",0.611,0.508,11,-5.573,0,0.0741,0.374,3.87e-06,0.168,0.368,103.612,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"119","spotify:track:7mPoCVGP752A5DtHf1SKkM","Say What's Real","So Far Gone - 2009","Drake",2009-02-13,230717,57,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.462,0.773,8,-5.375,1,0.288,0.632,0,0.212,0.455,86.157,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"120","spotify:track:524wvipGqxPKYWxkjf9y46","Little Bit (feat. Lykke Li)","So Far Gone - 2009","Drake",2009-02-13,230484,72,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.758,0.888,11,-4.899,0,0.0374,0.0999,0.0336,0.661,0.771,120.392,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"121","spotify:track:3QLjDkgLh9AOEHlhQtDuhs","Best I Ever Had","So Far Gone - 2009","Drake",2009-02-13,257690,79,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.395,0.922,1,-2.176,1,0.375,0.19,0,0.134,0.558,162.361,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"122","spotify:track:2TWSilrWcTrgVKcP8kfEfg","Unstoppable (feat. Santigold & Lil Wayne)","So Far Gone - 2009","Drake",2009-02-13,209957,47,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,hip hop","Young Money/Cash Money Records",0.774,0.912,2,-2.787,0,0.347,0.165,0,0.745,0.821,150.083,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"123","spotify:track:0q7LGcVSpsIoSbjChtZ8lI","Uptown (feat. Bun B & Lil Wayne)","So Far Gone - 2009","Drake",2009-02-13,382262,60,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,southern hip hop,hip hop","Young Money/Cash Money Records",0.416,0.824,1,-3.075,1,0.343,0.00391,0,0.104,0.417,85.433,5,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"124","spotify:track:43iKgGbmfqPLh3mxUlospI","Sooner Than Later","So Far Gone - 2009","Drake",2009-02-13,262046,59,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.616,0.501,5,-5.722,0,0.24,0.178,1.2e-05,0.105,0.506,94.554,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"125","spotify:track:4i3GraNMzBKze1WsVl38DS","Bria's Interlude (feat. Omarion)","So Far Gone - 2009","Drake",2009-02-13,139574,67,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,r&b","Young Money/Cash Money Records",0.49,0.507,2,-6.205,0,0.0849,0.209,0.00104,0.119,0.237,147.037,3,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"126","spotify:track:6MlGqWzDiLkZ0vmAEsisEk","The Calm","So Far Gone - 2009","Drake",2009-02-13,243723,52,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.471,0.784,11,-8.25,0,0.883,0.819,1.13e-05,0.107,0.258,160.833,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"127","spotify:track:6hHKFReuQR9VQp39ev43wY","Outro (feat. Chilly Gonzales)","So Far Gone - 2009","Drake",2009-02-13,174398,44,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap,neoclassical","Young Money/Cash Money Records",0.397,0.0906,5,-21.655,1,0.054,0.988,0.856,0.344,0.136,185.167,4,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"128","spotify:track:4XTXamS1g4g93jPxyuFJJ6","Brand New","So Far Gone - 2009","Drake",2009-02-13,213492,60,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.399,0.491,6,-8.992,1,0.0714,0.631,0,0.171,0.356,94.542,3,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"129","spotify:track:3SnXwQUrvSacFziUYXTNKY","Congratulations","So Far Gone - 2009","Drake",2009-02-13,332529,49,TRUE,"bobrossthelegend",2026-02-16 17:29:32,"rap","Young Money/Cash Money Records",0.333,0.859,6,-2.286,1,0.148,0.0185,0,0.22,0.125,86.882,5,"Drake",246539.444444444,60.3333333333333,1,0.553277777777778,0.654088888888889,-6.59333333333333,0.242383333333333,0.385865555555556,0.0674781761111111,0.234,0.40685,119.633666666667
"130","spotify:track:73tgFzBug5Ifk1Retdtwk7","Fireworks","Thank Me Later - 2010","Drake",2010-01-01,313280,68,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap,r&b,neo soul","Aspire Music Group, LLC",0.55,0.758,0,-6.472,1,0.347,0.433,0,0.162,0.53,89.368,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"131","spotify:track:5bDEA48Dxyxoc3K4Dt7yRE","Karaoke","Thank Me Later - 2010","Drake",2010-01-01,227960,56,FALSE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.758,0.654,0,-7.097,1,0.116,0.00879,0.0258,0.0797,0.949,151.008,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"132","spotify:track:0llA0pYA6GpGk7fTjew0wO","The Resistance","Thank Me Later - 2010","Drake",2010-01-01,225360,72,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.547,0.741,0,-8.127,1,0.163,0.822,0,0.117,0.637,82.589,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"133","spotify:track:6BdgtqiV3oXNqBikezwdvC","Over","Thank Me Later - 2010","Drake",2010-01-01,233560,71,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.35,0.845,7,-5.614,1,0.2,0.0107,0,0.123,0.45,99.643,5,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"134","spotify:track:7v0hKO3RYhEXt2EPXf4AOS","Show Me A Good Time","Thank Me Later - 2010","Drake",2010-01-01,210360,62,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.667,0.734,6,-6.064,0,0.119,0.0386,0,0.108,0.704,128.318,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"135","spotify:track:75L0qdzRnhwV62UXoNq3pE","Up All Night","Thank Me Later - 2010","Drake",2010-01-01,234333,68,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.606,0.811,7,-4.667,1,0.278,0.00782,1.49e-05,0.349,0.276,156.347,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"136","spotify:track:3fpTMuD1u3gJlVI4FadVHs","Fancy","Thank Me Later - 2010","Drake",2010-01-01,319386,75,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap,southern hip hop","Aspire Music Group, LLC",0.53,0.884,0,-5.581,0,0.457,0.332,1.98e-06,0.355,0.28,87.194,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"137","spotify:track:3d8PDk3B4am5c6TsUCznUW","Shut It Down","Thank Me Later - 2010","Drake",2010-01-01,419306,73,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap,r&b","Aspire Music Group, LLC",0.59,0.434,9,-9.298,0,0.069,0.411,0,0.0979,0.399,119.905,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"138","spotify:track:5LZ0ZCRXrklIpnzn4Tcyde","Unforgettable","Thank Me Later - 2010","Drake",2010-01-01,213813,66,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap,southern hip hop,crunk,gangster rap","Aspire Music Group, LLC",0.546,0.87,4,-5.107,0,0.114,0.103,0,0.111,0.071,156.145,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"139","spotify:track:0PWQqF5PvqRq0OPLSH0FKI","Light Up","Thank Me Later - 2010","Drake",2010-01-01,274146,53,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap,hip hop,east coast hip hop","Aspire Music Group, LLC",0.472,0.908,8,-5.991,1,0.45,0.0936,0,0.15,0.198,172.924,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"140","spotify:track:1U4mweNwisxNj23ffuC9gO","Miss Me","Thank Me Later - 2010","Drake",2010-01-01,305520,63,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap,hip hop","Aspire Music Group, LLC",0.426,0.862,2,-5.979,1,0.597,0.0813,0,0.34,0.332,100.3,5,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"141","spotify:track:2G7QCDuRM7rTj0pX21e0xk","Cece's Interlude","Thank Me Later - 2010","Drake",2010-01-01,154120,69,FALSE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.473,0.603,9,-6.875,0,0.0319,0.0549,6.25e-06,0.115,0.234,94.984,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"142","spotify:track:4BycRneKmOs6MhYG9THsuX","Find Your Love","Thank Me Later - 2010","Drake",2010-01-01,208946,69,FALSE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.627,0.614,6,-6.006,0,0.17,0.0211,0,0.0286,0.758,96.038,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"143","spotify:track:3cBUv0RIoEyAm2b7qimEY6","Thank Me Now","Thank Me Later - 2010","Drake",2010-01-01,328573,53,TRUE,"bobrossthelegend",2026-02-16 17:32:02,"rap","Aspire Music Group, LLC",0.495,0.772,8,-4.851,1,0.425,0.282,0,0.119,0.748,71.295,4,"Drake",262047.357142857,65.5714285714286,0.785714285714286,0.5455,0.749285714285714,-6.26635714285714,0.252635714285714,0.192843571428571,0.00184450928571429,0.161085714285714,0.469,114.718428571429
"144","spotify:track:2Gnsof1hvZzjE1xdLRpjtf","Over My Dead Body","Take Care - 2011","Drake",2011-11-15,272573,78,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.489,0.57,1,-10.291,1,0.306,0.759,2.1e-06,0.179,0.584,185.516,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"145","spotify:track:6Z01gUquJsjJC67uNWm6P0","Shot For Me","Take Care - 2011","Drake",2011-11-15,224720,75,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.566,0.465,2,-11.714,1,0.235,0.0555,0,0.567,0.177,143.015,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"146","spotify:track:6LxSe8YmdPxy095Ux6znaQ","Headlines","Take Care - 2011","Drake",2011-11-15,235986,87,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"147","spotify:track:0V4l4GQhgnWQGtCWpvA7va","Crew Love","Take Care - 2011","Drake",2011-11-15,208813,72,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.418,0.546,0,-9.057,0,0.238,0.227,0,0.229,0.294,160.152,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"148","spotify:track:124NFj84ppZ5pAxTuVQYCQ","Take Care","Take Care - 2011","Drake",2011-11-15,277386,79,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"149","spotify:track:047fCsbO4NdmwCBn8pcUXl","Marvins Room","Take Care - 2011","Drake",2011-11-15,347226,78,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,5,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"150","spotify:track:1ZyudLFv35SRvY5SvTZqJx","Buried Alive Interlude","Take Care - 2011","Drake",2011-11-15,150960,61,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap,hip hop,west coast hip hop","Cash Money Records/Young Money Ent./Universal Rec.",0.711,0.543,0,-12.692,1,0.112,0.412,0,0.505,0.801,102.01,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"151","spotify:track:1D9XLqQp2YYiOxrr5KLb8K","Under Ground Kings","Take Care - 2011","Drake",2011-11-15,212613,66,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.487,0.712,8,-7.323,1,0.27,5.2e-05,0,0.198,0.397,156.209,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"152","spotify:track:7udsBKuqnJ5csWTAkR0vEI","We'll Be Fine","Take Care - 2011","Drake",2011-11-15,247946,63,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap,southern hip hop","Cash Money Records/Young Money Ent./Universal Rec.",0.386,0.488,1,-7.303,0,0.422,0.00171,0,0.64,0.217,193.397,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"153","spotify:track:7yfg0Eer6UZZt5tZ1XdsWz","Make Me Proud","Take Care - 2011","Drake",2011-11-15,219893,68,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"154","spotify:track:1QBwk6GTCxVdC2hoSw9tlM","Lord Knows","Take Care - 2011","Drake",2011-11-15,307640,67,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap,southern hip hop","Cash Money Records/Young Money Ent./Universal Rec.",0.417,0.887,5,-5.551,0,0.367,0.0786,0,0.834,0.303,167.579,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"155","spotify:track:2FbGlEPAjNhWvrVvlentVq","Cameras / Good Ones Go Interlude - Medley","Take Care - 2011","Drake",2011-11-15,434960,75,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.441,0.403,2,-11.18,0,0.147,0.255,1.27e-05,0.13,0.158,139.92,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"156","spotify:track:4eSGSqP2TZvvX0kadZZttM","Doing It Wrong","Take Care - 2011","Drake",2011-11-15,265120,75,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.397,0.172,6,-15.698,0,0.0445,0.841,6.78e-05,0.108,0.123,101.275,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"157","spotify:track:74atKkOasLOVzvqB6mYgga","The Real Her","Take Care - 2011","Drake",2011-11-15,321080,65,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap,hip hop","Cash Money Records/Young Money Ent./Universal Rec.",0.567,0.309,8,-14.254,1,0.385,0.166,0,0.12,0.509,65.041,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"158","spotify:track:7t1lBIr3WIEtqQEOdZFMUf","Look What You've Done","Take Care - 2011","Drake",2011-11-15,301960,73,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.495,0.351,3,-14.669,0,0.34,0.485,0,0.0967,0.271,134.369,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"159","spotify:track:0m1KYWlT6LhFRBDVq9UNx4","HYFR (Hell Ya Fucking Right)","Take Care - 2011","Drake",2011-11-15,206626,74,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap,hip hop","Cash Money Records/Young Money Ent./Universal Rec.",0.444,0.627,7,-8.744,0,0.252,0.123,0,0.0795,0.359,98.21,3,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"160","spotify:track:0jF2AdhsalO1L7KkhK4LE5","Practice","Take Care - 2011","Drake",2011-11-15,237733,79,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.446,0.239,1,-15.327,1,0.0876,0.574,7.76e-05,0.12,0.31,104.675,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"161","spotify:track:4xRxYWgAtL6pzRz94GlZlA","The Ride","Take Care - 2011","Drake",2011-11-15,351000,67,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap","Cash Money Records/Young Money Ent./Universal Rec.",0.556,0.702,0,-10.079,0,0.205,0.517,0,0.343,0.793,155.948,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
"162","spotify:track:4Kz4RdRCceaA9VgTqBhBfa","The Motto","Take Care - 2011","Drake",2011-11-15,181573,75,TRUE,"bobrossthelegend",2026-02-16 17:32:18,"rap,hip hop","Cash Money Records/Young Money Ent./Universal Rec.",0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,4,"Drake",263463.578947368,72.4736842105263,1,0.527736842105263,0.488578947368421,-10.9186315789474,0.229589473684211,0.291334157894737,0.00013234736842105,0.245694736842105,0.372473684210526,138.225631578947
