TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
3.626666667,0.164156,0.0907105,0.891668,1.07224,0.0691511,2.5107,0.105053,0.174524,0.0386875,0.833694,0.976268,0.753641
3.669333333,0.249014,0.389535,1.32931,1.1003,0,2.07513,0.189294,0.143632,0.0152205,0.464034,1.15115,0.785578
3.712000000,0.496945,0.665398,1.0652,0.460225,0.62903,1.3516,0.00685215,0.12742,0.782298,0.287784,1.12994,0.564753
3.754666667,0.725882,0.456843,0.624888,0.030138,2.31815,0.530821,0.0183985,0.0368411,1.17656,0.0233583,0.339664,0.243083
3.797333333,0.590277,0.229693,0.686513,0.0621301,2.66164,0.321172,0.00985531,0.0711341,1.11654,0.124983,0.320136,0.13038
3.840000000,0.381198,0.189067,0.794816,0.0537868,2.89223,0.181731,0,0.321951,1.16314,0.303277,0.307613,0.326036
3.882666667,0.176956,0.212307,0.781397,0.0758998,3.17911,0.101843,0,0.397745,0.979374,0.289227,0.35187,0.619893
3.925333333,0.002372,0.497682,0.258003,0.2788,3.20388,0.00949835,0,0.410115,0.692432,0.618299,0.494641,0.756251
3.968000000,0.0804822,0.751195,0.060258,0.560329,2.06013,0.0181608,0,0.701361,0.501749,1.45904,0.99504,0.52177
4.010666667,0.603911,0.597806,0.817881,0.452639,0.436418,0.0247202,0.0161914,0.635379,0,2.63235,0.577323,0.0644063
4.053333333,1.20591,0.54279,0.96764,0.449253,0.366008,0.0098167,0.0413037,0.70886,0.00144217,2.14509,0.159717,0.0901642
4.096000000,0.787053,0.645238,0.676759,1.12832,0.438803,0.0287321,0.0218594,0.956724,0.433538,0.822891,0.126995,0.536407
4.138666667,0.327773,0.736452,0.00373122,1.35308,0.267729,0.00506925,0.000991341,0.925486,0.929039,0.408302,0.164435,0.541754
4.181333333,0.342359,0.825064,0.00346874,1.53419,0.254072,0.00328241,0.00459707,0.842586,1.01763,0.210774,0.275774,0.397607
4.224000000,0.393953,0.727575,0.00315087,1.8014,0.383219,0.144708,0.0316144,1.00043,1.0491,0.0489996,0.509721,0.146477
4.266666667,0.513545,0.111627,0.324879,1.28705,0.388198,0.634168,0.34201,0.285566,0.549104,0.0353097,0.990287,0.498241
4.309333333,0.0566987,1.44471,0.845233,0.0207162,0.586281,0.964612,0.657049,0,0.0688035,0.0386724,1.39245,0.644384
4.352000000,0.0445023,1.82726,0.644067,0.0238397,0.509207,1.03522,0.61114,0.427463,0,0.156468,0.426885,0.954787
4.394666667,0.339033,1.70459,0.374895,0.155797,0.392329,0.8243,0.566528,0.469647,0,0.325933,0.38219,1.54933
4.437333333,0.75419,1.12216,0.396913,0.694302,0.0981177,0.60862,0.402466,0,0.213523,0.38432,0.971666,2.12511
4.480000000,0.615725,0.0286386,0.207787,1.72526,0.132597,0.712771,0.061236,0,0.654101,0.527536,0.906648,2.05961
4.522666667,0.148695,0.587317,0.00779048,2.30916,0.612003,0.779028,0,0.0255039,0.598638,0.999333,1.07342,0.511263
4.565333333,0.59402,0.87208,0.399633,1.77308,0.726448,0.772729,0.125599,0.248616,0.339083,1.2639,0.633036,0.157734
4.608000000,0.651727,0.418313,0.408781,1.5745,0.816473,0.997635,0.453898,0.146829,0.302329,1.20924,0.128346,0.241889
4.650666667,0.47483,0.00339714,0.310697,1.33596,0.826816,0.872967,0.943577,0.0470583,0.214975,1.39543,0.349496,0.298445
4.693333333,0.693911,0.0362379,0.059579,0.743548,0.860524,0.746813,1.21802,0.257544,0.0978747,1.28215,0.544096,0.816929
4.736000000,1.09959,0.0494398,0.0157392,0.456096,0.472029,0.487434,1.462,0.485651,0.0169407,1.16217,0.32819,0.338848
4.778666667,1.27495,0.135732,0.226783,0.534581,0.274872,0.087388,1.66412,0.163989,0.022891,0.625852,0.206322,0.121651
4.821333333,1.50213,0.0273939,0.552136,0.384568,0.267289,0.00583227,0.847659,0.97735,0.619831,0.635952,0.187156,0.101156
4.864000000,2.35968,0.0166231,0.353992,0.0562754,0.119289,0.00466474,0.810308,1.073,1.01994,0.425288,0.350929,0.12264
4.906666667,3.10575,0.370118,0.284229,0.0320524,0.0936648,0.00676616,0.17314,1.34905,0.864498,0.408244,0.370374,0.0764286
4.949333333,3.26884,0.308463,0.416116,0.134291,0.120367,0.0143134,0.184087,1.25157,0.877649,0.421794,0.295545,0.0884464
4.992000000,2.98192,0,0.723076,0.422635,0,0.0149891,0.341957,0.313221,0.88544,0.452584,0.116003,0.23424
5.034666667,2.69552,0.0100088,0.424075,0.282435,0.19873,0.0942497,0.83412,0.351437,0.688626,0.679009,0.157555,0.0889428
5.077333333,2.46049,0.214477,0.273831,0.156686,0.213742,0.119426,1.21779,0.704273,0.596375,0.554389,0.129053,0.126532
5.120000000,2.24711,0.320247,0.190004,0.236636,0.160633,0.196778,1.48267,0.720553,0.749982,0.57455,0.123074,0.168467
5.162666667,1.87419,0.28332,0.19173,0.196848,0.161949,0.256634,1.50127,0.722729,0.941658,0.572615,0.102354,0.239157
5.205333333,1.48967,0.481552,0.371026,0,0.247168,0.23118,1.56494,0.629905,1.0037,0.419039,0.160926,0.252624
5.248000000,0.459944,0.124622,0.453836,0,0.215678,0.704094,1.20169,1.17524,1.18455,0.326974,0.159095,1.15153
5.290666667,0.390425,0.0239982,0.434437,0.204998,0.129285,0.652971,1.51192,1.19272,0.619863,0.484113,0.200739,1.94031
5.333333333,0.759221,0.0542578,0.39231,0.263383,0.13385,0.916708,1.27061,0.657906,0.639699,0.105259,0.654033,2.2028
5.376000000,1.35026,0.0865484,0.493,0.379257,0.000153295,1.27515,0.752618,0.0817068,0.552146,0.261369,0.935773,1.9731
5.418666667,2.027,0.0340354,0.101875,0.462012,0,1.20702,0.771257,0,0.374379,0.868391,0.760675,1.07795
5.461333333,1.63835,0.158162,0.00157793,0.729429,0.063761,0.532747,0.945385,0.191528,0.689517,1.16011,0.457946,0.11439
5.504000000,1.16541,0.587922,0.099095,0.952002,0.0735165,0.546126,0.371025,0.653343,1.5099,0.44031,0.397598,0.0695464
5.546666667,0.967766,0.648404,0.204833,0.883119,0.0868296,0.539308,0.202362,0.911374,1.51246,0.521227,0.686032,0.0878634
5.589333333,0.941554,0.388407,0.81039,0.813068,0.0877209,0.474151,0.0523669,1.17833,0.867678,0.480617,1.02618,0.144263
5.632000000,0.926353,0.0269981,0.958448,0.651835,0.111373,0.346545,0.350558,1.26882,0.729142,0.344653,0.604597,0.364907
5.674666667,0.195607,0.486814,0.848575,0.475179,0.387399,0.135325,0.512143,1.82155,0.610177,1.00463,0.786682,0.705072
5.717333333,0.000265588,0.788904,0.790346,0.495957,0.421985,0.122957,0.472875,1.64866,0.150868,1.26454,1.00447,0.925069
5.760000000,0.240147,0.823779,0.424607,0.473489,0.357025,0.0274833,0.953589,1.15306,0.0195366,1.34842,1.03031,1.01072
5.802666667,0.408159,0.512569,0.843315,0.64581,0.345074,0.258552,1.37855,0.363272,0.367605,0.791203,1.29762,0.948954
5.845333333,0.000302925,0.440305,0.462598,1.07435,0.6339,1.04959,1.15882,0.11662,0.30149,0.891189,1.30908,0.563673
5.888000000,0.000105288,0.355591,0.303101,1.06836,0.720489,1.55598,0.718455,0.118475,0.187449,1.08937,1.21927,0.503441
5.930666667,4.82938e-05,0.442459,0.262998,1.06893,0.328445,2.01523,0.987149,0.0492049,0.12424,1.30901,0.710955,1.03177
5.973333333,0.521359,0.72999,0.789579,0.515367,0.405803,2.25129,0.87474,0.00366594,0.154318,0.668183,0.217294,0.941399
6.016000000,1.02887,0.480679,0.924975,0.357633,0.444539,1.55443,0.91629,0.024578,1.2453,0.117852,0.266028,0.692768
6.058666667,1.37299,0.267797,0.770289,0.614911,0.742186,0.473055,0.720611,0.359513,1.62395,0.00118982,0.345316,0.389135
6.101333333,0.758805,0.476005,1.09784,0.599025,0.852859,0.76556,0.614674,0.809897,1.08838,0.492857,0.354003,0.341343
6.144000000,0.000412233,0.351066,1.46548,0.991919,0.80055,0.584674,0.339605,0.809995,0.520597,0.646026,0.330525,1.0688
6.186666667,0,0.208726,1.52776,0.698983,0.358715,0.458576,0.0791224,0.867552,0.530988,0.610473,0.425881,1.46264
6.229333333,0,0.224412,1.33019,0.541462,0.0518811,0.450165,0.138349,0.996835,0.492655,0.553654,0.732007,1.59643
6.272000000,0.000122278,0.168195,1.12647,0.563379,0.0531499,0.500232,0.0955303,1.04226,0.626615,0.267869,1.10926,1.60125
6.314666667,0.000524862,0.0401393,0.393562,0.965644,0.0121461,1.49335,0.0963001,1.09196,0.678319,0.224417,1.46653,0.954707
6.357333333,0.000589421,0.169322,1.41039,0.270525,0.219713,0.969815,0.155549,1.2671,0.421666,0.0981478,1.39976,1.46292
6.400000000,0.218704,0.43521,1.01353,0.0829611,0.114363,0.722455,0.181891,1.65436,0.113291,0.0614209,1.67922,0.844674
6.442666667,0.842363,0.524513,1.17215,0.273834,0.30003,0.575995,0.564019,1.41262,0,0,1.44498,0.196464
6.485333333,1.20117,0.00285902,0.837402,0.859359,0.517038,0.614912,0.627576,0.552548,0.227669,0.802899,0.615993,0.148749
6.528000000,0.964258,0.00245055,0.572832,1.75676,0.469582,0.446554,0.659739,0.519669,0.239392,0.958919,0.516964,0.142004
6.570666667,0.719769,0.0224367,0.312129,2.03333,0.537336,0.552813,0.54956,0.719101,0.25232,0.755849,0.506962,0.138525
6.613333333,0.67263,0,0.0195866,2.06528,0.98269,0.798472,0.495087,0.765714,0.195985,0.509319,0.403313,0.130175
6.656000000,0.642953,0.000356037,0.00364569,2.1292,1.16511,1.03485,0.509726,0.504241,0.248492,0.380561,0.301191,0.135663
6.698666667,0.257167,0.0424827,0.0542076,2.06448,1.14829,1.14969,0.593883,0.390033,0.358045,0.279894,0.165632,0.196831
6.741333333,0.230356,0.212989,0.0975322,1.43004,1.10519,0.859301,0.299688,0.288074,0.549931,0.407799,0.116467,0.686659
6.784000000,0.904926,0.0122477,0.792677,0.783664,0.75999,1.04971,0.746386,0.0473678,0.195279,0.718085,1.04604,0.538685
6.826666667,1.31059,0.0319222,0.822522,0.280477,0.993016,0.413437,1.27638,0.00287383,0.341797,0.525851,1.38127,0.0224824
6.869333333,1.48665,0.0675132,0.850395,0.217563,1.02959,0.185894,1.07382,0.00790331,0.447036,0.329276,1.44867,0.0434167
6.912000000,1.45797,0.23118,0.789401,0.277492,1.09717,0.0809008,0.803875,0.177234,0.640943,0.297516,1.28782,0.165991
6.954666667,1.34838,0.365526,0.971721,0.28404,0.901384,0.196559,0.712739,0.162632,0.471544,0.488651,1.11467,0.173146
6.997333333,1.36123,0.321368,1.25505,0.230882,0.867168,0.231701,0.762562,0.0514785,0.432721,0.632497,0.985065,0.193003
7.040000000,1.34343,0.276015,1.32901,0.245738,0.895511,0.244437,0.869813,0.0602461,0.444201,0.343134,1.01861,0.216087
7.082666667,1.32442,0.218842,1.2845,0.255433,0.833323,0.209886,0.972488,0.0630261,0.456093,0.200844,1.07377,0.226204
7.125333333,1.23998,0.22735,1.28507,0.233165,0.807118,0.20038,0.985653,0.0714799,0.445562,0.316079,0.978676,0.231656
7.168000000,1.20794,0.221966,1.33396,0.130653,0.851506,0.200448,0.863907,0.154698,0.445912,0.468998,1.03461,0.218829
7.210666667,1.1695,0.24226,1.26814,0.164128,0.840168,0.255369,0.862617,0.220475,0.468307,0.614537,1.07,0.221172
7.253333333,1.26467,0.20163,1.22224,0.326164,0.931927,0.248288,0.916225,0.115655,0.414081,0.521653,0.903019,0.22683
7.296000000,1.28072,0.217819,1.17369,0.325944,0.981612,0.196823,0.901733,0.0893463,0.454418,0.444091,0.859978,0.21849
7.338666667,1.26983,0.236475,1.33019,0.261659,0.918826,0.245214,0.878746,0.048405,0.461569,0.285227,0.814985,0.219087
7.381333333,1.27029,0.242671,1.37446,0.323831,0.851173,0.257746,0.777472,0.0495726,0.419222,0.38566,0.859102,0.214337
7.424000000,1.48438,0.210515,1.31306,0.330576,0.861152,0.184159,0.701663,0.0436185,0.24746,0.374281,0.93883,0.211592
7.466666667,1.49469,0.213663,1.14679,0.258213,0.870234,0.187121,0.637447,0.0715068,0.269648,0.351062,1.0711,0.167241
7.509333333,1.43022,0.243274,1.2175,0.280579,0.944082,0.213358,0.694565,0.0676215,0.288295,0.221365,1.06305,0.170462
7.552000000,1.37032,0.237762,1.27288,0.27175,1.03302,0.230338,0.766104,0.0607434,0.424099,0.339177,0.931942,0.18369
7.594666667,1.34649,0.214545,1.27216,0.250435,1.00284,0.230548,0.767229,0.0631934,0.439557,0.493852,1.02751,0.173421
7.637333333,1.38137,0.19242,1.24048,0.242894,0.861871,0.219182,0.875959,0.072298,0.435199,0.451641,1.07214,0.141218
7.680000000,1.34583,0.157193,1.20096,0.215922,0.819737,0.210449,0.93833,0.0712868,0.371771,0.347544,1.08155,0.138824
7.722666667,1.29254,0.165709,1.22289,0.236896,0.92902,0.204907,0.869644,0.0666127,0.417563,0.220734,0.982172,0.149666
