TIME,27.4658,30.2124,32.959,35.7056,38.4521,41.1987,43.9453,46.6919,49.4385,52.1851,54.9316,57.6782,60.4248,63.1714,65.918,68.6646,71.4111,74.1577,76.9043,79.6509,82.3975,85.144,87.8906,90.6372,93.3838,96.1304,98.877,101.624,104.37,107.117,109.863,112.61,115.356,118.103,120.85,123.596,126.343,129.089,131.836,134.583,137.329,140.076,142.822,145.569,148.315,151.062,153.809,156.555,159.302,162.048,164.795,167.542,170.288,173.035,175.781,178.528,181.274,184.021,186.768,189.514,192.261,195.007,197.754,200.5,203.247,205.994,208.74,211.487,214.233,216.98,219.727,222.473,225.22,227.966,230.713,233.459,236.206,238.953,241.699,244.446,247.192,249.939,252.686,255.432,258.179,260.925,263.672,266.418,269.165,271.912,274.658,277.405,280.151,282.898,285.645,288.391,291.138,293.884,296.631,299.377,302.124,304.871,307.617,310.364,313.11,315.857,318.604,321.35,324.097,326.843,329.59,332.336,335.083,337.83,340.576,343.323,346.069,348.816,351.562,354.309,357.056,359.802,362.549,365.295,368.042,370.789,373.535,376.282,379.028,381.775,384.521,387.268,390.015,392.761,395.508,398.254,401.001,403.748,406.494,409.241,411.987,414.734,417.48,420.227,422.974,425.72,428.467,431.213,433.96,436.707,439.453,442.2,444.946,447.693,450.439,453.186,455.933,458.679,461.426,464.172,466.919,469.666,472.412,475.159,477.905,480.652
0.000000000,0.334688,1.07199,1.81026,2.05666,2.30689,2.59132,2.50951,2.39526,2.67568,2.72007,2.03143,1.50896,1.65016,1.67619,1.29205,1.12546,1.03625,0.52539,0.166819,0.114835,0.0108531,0.124763,0.331892,0.554467,1.16228,1.65753,1.88683,2.57739,3.11273,2.6868,2.35347,2.44317,1.91051,1.0369,0.599028,0.328416,0.233467,0.605416,0.927761,1.28537,2.23187,2.78504,2.80162,3.08217,2.80653,2.05367,1.83773,1.54122,0.765646,0.374446,0.314328,0.292506,0.402413,0.41232,0.534474,0.671941,0.551558,0.458795,0.567146,0.747091,0.854036,1.05722,1.58134,2.17372,2.47488,2.92416,3.68521,3.65214,2.96666,2.63541,2.00558,0.953972,0.453681,0.258823,0.0176326,0.125007,0.392452,0.985575,1.96409,2.35773,2.57927,3.20416,3.23348,2.74322,2.60221,2.37168,1.72626,1.22398,0.837258,0.331988,0.042157,0.00357769,0.0495328,0.250955,0.405749,0.380493,0.428862,0.543667,0.482737,0.418247,0.559326,0.638858,0.555858,0.638044,1.01292,1.14986,1.03848,1.12852,0.897107,0.401332,0.325458,0.261618,0.0476755,0.277337,0.758885,1.13327,1.6828,2.2483,2.61643,3.02914,3.09276,2.53745,2.06513,1.74344,1.08657,0.514071,0.268167,0.033818,0.0886488,0.303299,0.445247,0.953686,1.38227,1.28595,1.31072,1.54858,1.4848,1.38148,1.50597,1.41647,1.07805,0.945737,1.07413,1.08225,0.911714,0.786187,0.613462,0.341255,0.16928,0.122317,0.101627,0.167348,0.280816,0.451042,0.987457,1.56617,1.79911,2.09278,2.26242,2.00425,1.96152,2.03799,1.58548,1.12691,0.862438,0.413707
1.365333333,1.61767,3.85629,6.10451,6.93791,7.02076,6.52983,5.75032,6.01646,7.57443,8.10518,5.90944,3.76074,3.30242,3.80343,4.01434,3.87197,3.06026,1.37845,0.500146,0.319263,0.0579108,0.252583,1.15922,2.24797,3.93086,4.87643,5.17866,6.82906,9.24135,9.92703,9.6471,8.98172,6.24972,3.34966,2.02167,1.42147,1.36078,2.5167,3.81419,5.16897,7.8494,9.9896,10.6859,10.7901,8.47762,5.29598,4.08423,3.98746,3.07744,1.96678,0.792437,0.0545545,1.41841,2.23985,2.31388,1.69626,0.845851,0.798415,1.37475,1.87898,1.9915,2.3693,3.57152,5.31449,6.98346,9.16863,11.9201,12.3757,10.2944,8.02247,5.15832,2.52019,1.44024,0.949778,0.207271,0.492289,1.73226,3.83518,6.57297,7.54777,7.89811,9.15825,9.64569,8.83727,7.95253,6.51947,4.73573,3.67064,2.74499,1.16388,0.18005,0.0781003,0.286165,0.873444,0.875478,0.689831,1.0327,1.62898,1.51737,1.10871,1.10538,1.34577,1.39328,1.53229,2.29619,3.30694,4.00406,4.51804,3.43532,1.6286,0.996431,0.654467,0.337815,0.934158,2.81202,4.81347,6.83647,8.34122,9.04656,9.76207,9.8221,8.46832,6.86145,5.28067,3.29495,1.86805,1.17215,0.479104,0.64854,1.60001,2.30683,3.43826,3.73768,3.08094,3.23322,4.32578,4.83317,4.46323,3.78109,2.81658,2.3508,2.6082,3.13879,3.07119,2.54205,2.17146,1.68934,0.893575,0.341775,0.171882,0.183023,0.177456,0.448679,1.33079,3.42983,5.69432,6.18518,5.91186,5.69081,5.8316,6.80328,7.57379,6.23506,4.3388,2.91645,1.62007
2.730666667,4.88349,8.39154,12.815,16.6091,17.2398,12.7428,7.99644,10.1768,17.1214,19.3063,12.8604,6.40724,4.41145,6.47674,9.31479,10.0328,7.17737,2.53778,0.694359,0.606792,0.402037,0.813764,3.17095,6.10883,9.72706,10.965,9.68965,11.2843,18.5795,25.8319,27.6871,23.3902,13.6076,6.27589,3.92496,3.65171,4.37115,7.35586,10.6307,13.216,17.1175,21.515,26.0488,28.4139,21.3226,9.67835,4.59358,7.48042,9.84361,7.92044,3.53409,1.06809,5.4772,8.32833,7.29737,3.24774,0.461635,1.60269,3.43602,3.19048,2.83057,4.43393,6.77786,9.16745,13.3383,20.0803,27.1704,28.8997,24.6615,17.9321,9.62934,4.1534,2.93076,2.70979,1.39522,2.07138,5.17467,10.0895,15.8787,17.275,15.9409,16.8636,20.0365,21.3408,18.5842,12.4273,7.8856,7.29863,7.05277,4.02629,1.46339,1.08629,1.78304,3.01423,1.58507,0.378073,2.19943,5.00743,4.30551,1.75003,1.03835,2.80883,3.46223,2.59804,3.04646,6.44607,10.6604,13.2758,10.4578,4.90274,1.76204,0.540124,0.905063,2.97445,8.88338,14.6256,17.9723,19.059,19.5645,21.0413,21.6419,19.5887,16.1233,11.5016,6.45126,3.78601,3.09156,2.30616,2.98479,5.48905,7.08605,8.43002,7.56642,5.15795,5.05153,8.58482,12.1584,11.4818,7.13132,3.3428,3.88168,6.02089,7.07557,6.1174,4.60592,3.97971,3.65728,2.36243,0.75493,0.0265578,0.522189,0.368428,0.261498,3.18099,10.0674,16.4257,15.5378,10.9703,8.65979,11.293,16.916,20.671,17.3248,10.7708,5.57913,3.05608
4.096000000,10.4717,13.5337,19.6557,29.906,35.1769,22.7649,6.79645,14.4758,34.6741,36.2992,20.4668,9.10006,4.97466,8.32305,17.0056,20.7089,14.2185,4.20403,0.464489,1.01712,1.70539,2.95794,7.30326,11.1159,16.7754,21.0166,16.1828,12.3197,28.824,54.7765,61.4741,45.4097,21.926,9.17378,6.11709,6.66796,9.3889,15.7288,21.8014,25.1305,29.0303,34.7085,45.3322,56.6909,46.8037,17.2596,1.92765,14.3785,25.8588,20.8144,9.89884,5.26989,13.9062,21.5047,18.5892,6.80487,0.0118921,3.90347,7.94528,4.48899,2.31671,8.36961,11.905,10.2094,20.4047,38.772,47.2416,47.1057,46.2339,35.172,14.3391,4.33776,5.22689,6.18974,4.32092,5.68081,11.2689,19.0354,28.3406,32.3554,26.7447,21.63,31.6567,43.6793,36.0575,17.1013,9.73143,12.6722,13.6006,9.23397,5.11003,4.46536,6.07301,7.76737,3.43422,0.00928237,4.71626,12.9013,11.2829,2.7997,0.617335,6.59329,7.20092,2.92917,3.3645,10.8461,20.2643,27.6979,24.66,12.8442,3.4762,0.0474307,2.57233,8.74157,22.3834,33.2093,34.319,30.8213,32.1982,37.3478,36.8127,32.2156,29.3497,22.0922,9.88559,4.54352,6.18741,7.31985,9.28653,13.2076,14.6909,15.0286,12.2054,7.4917,6.05587,12.4017,24.069,26.0631,12.3119,1.7262,7.28683,11.8893,10.3854,9.69403,8.10476,4.91756,5.52871,5.90925,2.41488,0.24777,1.8045,1.35109,0.500837,7.41544,24.0627,37.3734,30.1147,14.9625,10.4225,17.922,30.8968,41.9146,37.8442,21.7507,7.8196,3.68565
5.461333333,16.5025,18.5061,24.8167,42.1091,58.8188,39.1113,3.63736,20.5452,62.9428,56.2756,24.3913,11.9602,4.83657,8.41938,28.1395,34.6019,21.9047,6.91609,0.31803,1.66158,5.08108,8.52619,14.1317,14.9414,22.3763,34.7145,24.9962,8.82438,39.2419,97.3705,109.653,70.9302,28.4862,11.262,8.02937,9.27677,15.331,27.4919,36.6353,36.952,39.4174,47.918,62.1729,87.4969,86.7785,34.2425,0.135823,30.1599,55.1488,39.9352,18.3056,12.1685,27.3046,44.2688,38.0995,13.4404,1.17063,8.04792,14.3817,6.96383,0.883396,14.5441,21.0206,7.17621,27.1901,69.0771,67.1563,55.2816,74.7431,63.27,17.4,3.22722,9.49739,9.86998,7.81938,11.6782,21.2548,28.6441,38.3027,50.7072,40.9127,20.086,41.169,77.9843,60.8642,17.6758,10.3878,19.8964,19.3763,15.5023,12.5019,12.3705,14.5361,14.509,6.43703,0.692438,9.28529,27.2047,25.4155,6.47548,2.06694,13.9595,12.6579,2.57283,3.58134,15.823,30.0788,45.1985,46.5215,27.5325,7.73856,0.728128,6.81699,19.7558,43.4751,59.5274,53.4721,39.2523,42.3543,56.3661,52.704,40.7102,42.966,37.9204,13.9059,3.09803,11.3371,17.8968,20.7427,22.83,22.7505,23.0049,16.6167,8.39456,6.70539,14.0809,37.3218,50.5217,23.4523,0.00193645,15.6897,20.9917,9.81108,13.5722,14.7717,3.82035,7.30911,13.9429,7.05649,2.18444,4.39531,3.07797,1.86666,14.3318,47.1301,70.8514,48.6851,15.4581,11.1037,24.2502,43.5793,68.1903,68.9783,37.5789,8.48471,3.67286
6.826666667,21.6469,21.7328,25.7976,50.53,81.1127,61.354,4.05804,32.43,99.4291,74.639,23.1903,13.9938,4.77998,7.65543,41.6414,49.3449,27.076,10.0711,1.16096,3.50862,12.1591,18.6417,21.992,16.2834,24.7407,48.9873,36.3379,3.17175,50.8298,145.2,164.077,94.4549,30.0008,12.5758,8.22526,11.2883,20.4739,38.6396,53.9144,44.5497,43.4168,59.1042,68.9063,111.783,136.138,64.4952,8.09465,58.7668,96.3864,62.0836,25.7304,19.9547,44.7809,73.8872,63.7005,24.4267,5.30112,13.5107,20.642,11.3381,0.491586,24.4009,33.4727,3.3797,34.5639,108.577,84.9228,47.1764,108.246,101.759,20.2917,2.53227,15.3069,12.6363,10.2583,19.7933,34.7779,34.9808,42.2002,68.691,55.2718,14.1413,47.1002,120.611,91.3504,15.3164,10.7455,27.7994,21.6956,21.0694,23.8731,24.9178,26.2737,22.5139,9.74298,2.63828,15.8837,49.1651,47.9304,14.4751,7.20679,24.7096,20.3007,1.93623,4.21229,19.2391,38.5838,59.1606,71.9869,50.7215,15.7877,3.82441,13.0805,35.3043,70.7845,86.4729,70.0754,42.125,45.3684,74.7509,64.3829,41.6686,53.0766,55.934,20.0009,0.810947,19.6007,34.5868,35.8119,31.4365,28.5963,30.2789,19.812,7.46516,6.70348,13.0764,48.1025,83.0833,44.7098,4.36341,31.1837,32.305,6.62023,17.015,25.9489,2.80133,11.1137,28.1538,15.7442,6.71543,8.33121,5.35903,4.11364,22.9949,78.6952,114.015,66.6959,13.287,10.2886,28.7263,50.5992,91.7312,107.094,57.431,8.01387,3.72114
8.192000000,26.3955,21.1752,22.897,52.6031,92.7543,88.0917,13.9907,52.5863,134.458,88.2997,17.3417,14.8507,5.57675,7.94342,54.911,60.9685,28.1173,12.3339,3.62311,7.6075,23.889,33.0553,28.0804,14.7001,23.3948,58.6688,50.2623,0.393643,66.3401,181.867,207.527,116.4,22.7945,15.1195,5.19953,14.2775,22.2608,43.6812,74.7657,42.6098,41.8525,64.3106,62.1342,124.192,179.246,107.036,33.6261,100.449,138.969,82.1072,30.4886,24.5468,63.6277,106.01,86.2743,38.5566,13.9807,19.5458,22.7918,17.9053,4.3431,39.6241,46.3918,2.4114,42.0447,150.41,101.548,26.8749,144.774,143.279,25.7405,3.89974,21.5175,13.9715,10.5068,27.8647,50.8544,35.7742,38.6385,83.7729,62.6754,9.0379,48.4079,168.82,120.103,13.0746,10.751,35.5479,20.1053,23.0693,40.0923,40.3264,35.385,30.9906,13.9098,4.24519,21.518,80.2596,80.5855,24.3101,13.2121,37.572,33.1015,1.92138,5.24494,18.156,47.3747,60.454,94.4788,84.6809,27.3969,7.73648,18.5941,55.292,98.7383,102.865,80.1474,38.6951,40.0652,88.8729,67.8677,34.8327,56.8687,69.2426,30.3673,1.03504,32.689,53.0818,49.845,37.7982,28.676,35.5142,21.1549,5.06438,6.00783,10.0173,54.0921,114.125,78.6089,22.3642,54.8731,41.0262,3.89,18.1249,42.4185,7.43218,22.1112,48.8367,25.4522,12.374,14.2274,8.61299,5.45888,30.4662,118.245,157.716,77.021,11.0588,8.35961,30.71,48.1017,107.176,140.965,79.6188,8.19936,4.90752
9.557333333,29.1473,18.1642,17.2328,48.4802,87.9723,115.671,36.7047,76.5393,156.226,96.8236,9.11842,15.0373,6.90172,9.78293,66.6315,65.3144,24.7701,12.9361,6.87718,14.2114,40.4556,48.9955,29.7095,11.3878,18.2686,62.2435,62.5883,5.92524,83.549,197.838,220.48,135.717,11.4946,20.0795,1.66842,20.8477,19.3216,43.7493,97.0654,31.8202,37.4336,60.6607,45.682,120.191,203.595,151.194,76.4713,148.018,171.363,91.9275,32.4968,23.1103,79.7018,135.239,95.2482,52.203,28.0609,24.0917,19.72,26.1757,14.8954,56.8172,58.0405,5.98668,49.4412,181.686,120.817,8.44466,180.677,174.271,35.3766,8.66998,27.4241,12.7806,9.24896,33.0666,64.7871,34.0638,29.1756,95.6943,57.0961,8.22919,49.4924,217.271,137.512,13.1136,11.0742,42.279,15.461,22.222,57.4714,55.7954,38.0466,36.7875,19.7977,4.41392,24.8301,118.391,122.472,33.1951,15.9602,52.5572,51.3553,5.15375,5.71585,14.6259,53.523,49.5136,106.432,126.796,43.5386,9.66723,21.614,79.2475,116.455,102.85,81.3739,29.8949,29.5669,93.6815,64.9235,22.0561,54.8881,70.3359,45.4707,9.12533,51.0656,64.6753,59.2865,40.5946,22.5158,37.9346,20.179,2.3821,4.95577,6.02163,54.631,133.866,118.318,57.8595,85.321,44.1956,2.4925,16.8323,63.5589,24.4313,44.3722,71.8006,33.1533,17.4101,20.8908,12.8727,5.21631,35.1437,159.956,192.833,73.718,10.8587,7.38178,29.9782,36.8761,111.984,155.583,102.119,11.9157,7.90347
10.922666667,28.2185,14.9422,10.8399,41.142,67.9664,139.941,68.0497,94.8361,159.433,97.292,3.61129,15.0633,7.96868,12.3652,75.4969,61.5984,18.2449,11.4515,9.36245,23.9601,59.2605,60.8597,27.4645,7.02719,11.6279,59.0258,70.0721,19.7266,98.7606,187.806,197.751,147.809,5.68987,27.1036,3.95153,32.5097,16.1625,44.3618,118.104,17.9031,31.0646,50.5734,24.406,105.965,195.786,186.196,128.542,183.282,186.804,87.125,31.223,16.0128,90.1144,156.964,84.0007,63.3749,44.3272,25.4655,13.4325,33.583,32.8073,71.6789,63.1151,15.2383,56.168,187.902,146.674,10.3146,208.52,181.302,49.2627,17.5066,29.4853,10.9774,6.28934,35.5154,69.7843,33.9179,20.262,104.399,39.7244,12.108,59.2735,252.886,140.763,14.4405,12.6172,46.9443,10.3577,20.3474,70.1961,68.5355,32.5572,38.7309,27.2217,3.07295,27.9691,154.759,167.851,41.6129,13.0432,70.2122,73.3883,12.245,5.56956,10.5683,56.389,30.4774,108.082,166.455,63.4419,9.64018,21.6897,104.787,117.017,86.8483,73.4783,19.5343,16.527,91.65,55.0444,10.1873,47.1503,59.2619,59.7641,30.1929,74.8777,61.0756,63.9242,38.7528,14.4815,34.7241,18.6175,0.28198,4.07726,3.51348,47.705,139.415,149.932,104.203,119.334,41.8715,2.02613,15.9434,86.904,54.913,75.7265,93.1436,35.4327,20.1033,27.1728,16.6746,3.96578,36.3846,195.938,211.587,57.6855,12.7661,9.77944,26.6188,22.39,105.609,144.14,119.226,22.5727,12.2249
