TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
155.733333333,-195.026,39.8475,-10.2581,10.4748,0.88179,7.43253,-5.65405,7.63057,-3.81631,5.81648,0.0636603,4.87382,-3.85497,4.0442,-3.36201,0.671327,-4.00681,1.05163,-4.66241,-0.488392,-5.42288
155.754666667,-190.415,42.3383,-6.62819,8.13,-3.19234,7.08492,-6.35972,5.1331,-4.05225,5.62105,-1.1498,5.38941,-5.87396,4.09434,-3.2724,1.62077,-1.83814,2.48782,-4.72503,-1.06218,-4.14837
155.776000000,-168.344,33.9904,-12.0563,6.15336,-10.4887,11.9445,-8.35684,4.08396,-4.8718,8.45294,-2.31525,12.7173,-5.14424,6.82793,-4.42423,5.71319,-5.68093,3.47775,-4.91619,1.86465,-5.54141
155.797333333,-162.289,18.7508,-5.81547,9.60379,-7.00652,9.83093,-14.24,1.13645,-0.781881,6.94732,-2.90426,11.4957,-2.15623,5.27222,-1.49148,2.69552,-6.52561,-1.90435,-1.24638,-2.42339,-2.79029
155.818666667,-157.916,14.3145,-2.91247,11.6659,-2.65763,15.9276,-12.8039,-1.24638,-10.3154,3.07432,-4.54336,8.19784,-2.77204,4.08909,0.258551,5.71862,-8.10466,0.403242,-2.19651,1.02775,-4.56739
155.840000000,-194.434,10.8235,5.7735,13.8121,-8.96121,15.4403,-7.48498,8.06518,-4.78386,9.08062,-4.14987,8.32656,-2.48792,6.03573,-5.70373,3.29126,-8.31626,0.546895,-7.52236,4.21895,-3.5854
155.861333333,-209.138,18.3201,1.98434,13.4474,1.42136,9.18553,-5.18528,6.66054,-6.67473,6.89789,-2.62108,3.98839,-4.09878,4.0634,-3.58558,1.45348,-7.82146,0.752575,-3.15357,5.28868,-7.14448
155.882666667,-180.617,-7.2974,2.96666,18.461,-11.903,9.92744,-8.484,10.4542,-3.91684,9.89705,0.0853743,9.67638,-4.72847,5.87026,-3.28338,-0.255007,-5.52483,2.44882,-7.57915,1.05345,-5.59003
155.904000000,-156.798,-6.37989,-1.00962,16.0736,-8.78041,15.5724,-5.06495,3.52432,-11.4707,3.76176,-0.562621,5.50565,-8.09207,1.79528,-1.71197,5.57772,-3.09187,2.28991,-2.87243,3.1962,-2.6285
155.925333333,-154.684,13.5704,-12.6394,4.68682,-10.9677,15.3735,-9.36543,1.38088,-10.3726,3.1244,-2.91324,8.93073,-3.32397,6.13859,-6.09106,2.54203,-3.72616,1.97902,-0.78851,5.0663,-1.88902
155.946666667,-162.412,20.5496,-16.6291,3.08915,-10.3802,12.8183,-3.81868,3.18684,-5.36366,0.977333,-12.0997,0.116698,-8.50926,-0.0350131,-4.22519,6.01279,-0.611618,1.31635,-0.706759,3.78004,0.970282
155.968000000,-170.609,23.1681,-13.1788,6.18226,-8.12334,14.7666,-0.505111,4.3256,-3.72305,-2.42314,-14.5505,4.45877,-8.91858,3.09534,-3.11025,4.39719,-4.85658,-1.76229,-0.508425,5.17462,0.85611
155.989333333,-192.368,23.1585,-9.89023,11.1221,-7.60362,13.888,-2.85668,9.19252,-6.18022,-2.76903,-12.8475,3.91769,-12.7537,6.61611,-2.14543,2.06915,-4.80582,1.29792,0.0240589,4.66398,-3.23057
156.010666667,-227.042,38.6314,-11.3047,6.71379,-4.46597,7.60194,-1.37282,6.90798,-3.91564,0.537123,-4.14167,2.35545,-3.48982,5.64904,-0.945885,1.86239,-4.94006,1.59345,-6.67461,2.11276,0.424184
156.032000000,-238.759,34.0172,-12.5134,9.91785,-4.35409,7.96706,2.54026,9.32185,-0.940671,4.58498,-1.07539,5.95004,-1.53853,5.81644,-3.43208,0.0373222,-6.41271,-0.873418,-2.86816,3.92355,-0.939609
156.053333333,-241.35,31.5599,-14.7077,7.68839,-8.13567,4.53121,0.557387,11.4307,3.99357,7.49572,-0.100444,5.58537,-4.98267,4.62627,-0.054878,1.66465,-0.393452,0.712676,-5.10809,-0.732451,-1.99462
156.074666667,-184.66,-3.21064,-3.54473,5.73608,-3.60628,11.1417,-6.31949,8.29567,-3.68125,8.38121,-1.96489,3.48425,-5.34993,6.1725,-4.6282,3.98563,-4.07956,3.03787,-3.02396,2.9531,-2.01013
156.096000000,-172.798,10.0872,-8.75563,11.8081,1.82661,10.8317,-7.1439,-2.2663,-4.98263,3.0707,-4.31208,4.61483,-7.59525,1.74284,-0.877654,3.98469,-10.2274,-1.39494,0.641376,2.49291,-5.22467
156.117333333,-171.017,10.2643,-4.84115,13.2479,-3.1181,13.8821,-9.77261,-2.02209,-9.58666,4.97651,-6.02976,4.03983,-4.32549,1.48278,-1.33755,3.67957,-8.53356,0.550901,-3.92505,-1.05303,-4.61596
156.138666667,-173.708,-17.6607,15.8685,18.4372,-11.5211,17.1518,-1.41589,3.95929,-4.76654,3.17199,-5.06624,4.2938,-1.83672,5.35082,-1.58753,-1.69943,-5.37657,0.0247851,-5.3625,0.563537,-1.38041
156.160000000,-183.134,-27.4765,14.2122,9.35398,-13.634,14.6423,-5.95183,8.90899,-4.81488,7.13729,-0.363975,8.5367,1.92613,5.84091,-2.16209,3.92006,-0.396919,1.31288,-2.7735,2.12848,-0.934418
156.181333333,-151.03,-7.84826,14.2789,9.25283,-4.52882,17.6264,-5.04315,7.33878,-2.42148,2.36854,-2.79703,2.7784,-0.570832,4.78629,0.173231,3.93964,-0.953809,0.744584,-0.566522,-1.04663,-2.15037
156.202666667,-170.73,-13.8654,16.3522,11.3761,0.73731,18.0615,-1.35679,10.5954,4.41446,5.94383,2.60711,6.07831,1.78367,1.90745,0.566274,3.1815,2.62801,-0.152596,-2.6551,-4.28613,-2.46568
156.224000000,-155.29,-12.3403,15.5916,9.42963,-3.45979,18.0448,-3.66434,9.46876,-1.18874,3.49814,2.62473,6.52839,2.51627,4.03824,-1.66154,-1.92771,-2.82587,-0.842093,0.0754929,0.71303,-2.85177
156.245333333,-158.443,4.61992,8.06804,11.3166,-1.5202,17.1654,-4.29414,4.10792,-1.52776,-0.966954,-0.376264,7.76586,1.64381,3.30378,-3.88129,-2.13371,-3.61874,1.83262,3.12538,4.22876,-0.844304
156.266666667,-158.11,17.6348,-4.56339,10.3347,5.38307,12.6442,-1.79021,3.3692,-2.88579,4.24542,-4.08538,4.18352,-1.78465,3.70117,0.782843,3.69783,-3.024,2.30303,0.88154,2.04173,-0.723718
156.288000000,-179.662,13.2164,-3.96616,19.8085,3.74729,13.9496,-6.05824,0.909803,-0.378945,6.60019,-7.7058,1.03541,-7.70109,4.51182,-0.743731,4.84263,-7.22593,1.95446,1.93712,5.02313,-0.519116
156.309333333,-182.151,13.0544,-2.9301,20.7103,10.2974,12.5108,-4.89527,-1.03086,0.270906,4.93577,-7.25478,1.86862,-3.96656,2.74204,0.994291,2.62456,-4.48692,3.60677,5.46219,3.89269,-1.05519
156.330666667,-184.587,12.9524,-5.3331,22.8999,6.63258,16.1075,-9.95743,4.02687,-2.79954,7.08478,-11.3428,7.1628,-10.8977,3.71709,-2.83164,4.41509,-6.9399,5.51381,0.262042,7.06839,-1.65996
156.352000000,-188.069,19.5813,-2.12287,17.6776,4.36523,16.4019,-7.36828,9.75424,-8.25686,4.90378,-10.7345,8.64149,-8.36279,5.97471,-5.54404,1.26639,-5.56107,9.4457,-1.4481,5.15028,-1.55385
156.373333333,-230.411,24.304,1.34514,13.1885,3.8002,8.12619,-3.57375,12.3735,-1.30625,5.96487,-2.3617,4.46095,-6.38506,3.66891,-2.87855,0.463933,-2.66683,7.06298,-2.04024,0.889303,-1.24807
156.394666667,-227.566,26.689,4.59335,12.9925,0.0282434,7.11214,-3.86907,10.1433,-4.53729,4.47428,-1.91628,7.46907,-4.96917,4.37657,-4.62013,-0.00875652,-4.82954,3.42458,-1.52115,3.73658,0.878387
156.416000000,-204.786,20.4717,9.16353,10.153,-0.465218,5.15343,-7.56371,11.7983,-3.34142,2.24474,-8.71876,2.33622,-5.56144,3.39802,0.138809,3.61801,-5.29077,1.37271,-0.391509,2.81602,-1.22995
156.437333333,-181.547,17.606,0.602678,4.3732,0.610441,11.8393,-5.13336,6.47847,-8.54406,0.225817,-7.7209,8.837,-2.79614,2.41289,-3.06459,-0.0909778,-6.53977,2.93156,1.42941,0.826404,-3.64988
156.458666667,-177.254,13.8473,-5.90314,5.55614,1.56947,10.6104,-7.96829,0.229138,-9.33126,4.91807,-5.19761,6.19132,-8.50289,3.69723,-2.22383,1.96987,-6.69028,-0.320196,-1.73793,-0.744219,-4.38801
156.480000000,-173.644,11.2654,-8.23084,10.0948,0.991696,9.82174,-11.0986,0.49168,-7.86913,5.92826,-5.68266,4.34391,-6.15769,3.49415,-1.48328,2.6786,-7.49881,-0.826057,-0.859945,-0.222717,-4.88869
156.501333333,-180.614,16.1906,-8.88364,7.76292,-0.455602,12.6552,-13.9737,1.69378,-10.2609,6.1043,-5.01295,7.36586,-9.84965,4.50315,-2.3453,4.44249,-8.76593,1.954,-3.10174,-0.482657,-4.31237
156.522666667,-182.12,6.17707,-6.62588,20.2661,-1.06255,12.7942,-10.3754,1.68363,-13.137,3.88769,-7.42256,5.12327,-8.15855,3.62002,-4.82041,5.01109,-7.38227,4.2702,-5.44156,4.56057,-4.74195
156.544000000,-157.268,19.9496,-7.00327,1.87412,-3.78711,5.02906,-10.9122,-0.492489,-10.8486,-3.39553,-4.15335,0.800825,-4.10566,7.43986,2.03058,6.20655,-3.30369,0.0359717,-0.316583,0.207435,-0.167217
156.565333333,-152.412,18.8688,-9.7314,-5.00349,-11.3991,2.22271,-3.95673,3.26438,-7.22717,1.47109,-0.129309,1.41427,-4.24894,4.92777,-0.041749,3.31934,-3.82151,0.0825154,-2.3325,-1.67946,2.3146
156.586666667,-172.506,29.3849,-7.80022,-4.41161,-11.7992,2.929,-5.46714,5.17432,-5.96339,6.86357,-4.29095,0.388224,-7.64939,2.50531,-2.8087,1.87928,-4.37954,3.87249,-3.7505,-0.677065,-3.01823
156.608000000,-183.205,30.3573,-11.2379,-6.68002,-5.88048,7.40871,-2.09583,11.9609,-2.08959,5.87458,-6.40038,-1.03326,-12.9388,0.436997,-3.54485,0.83845,-6.97614,2.15218,-5.19532,1.73312,-4.09338
156.629333333,-179.973,28.0338,-9.48831,-4.2879,-4.74749,7.14154,-2.79485,10.2315,0.263159,4.10133,-7.8831,-2.99166,-8.34395,1.65946,-6.51502,2.68268,-6.46988,-0.587545,-3.62622,0.642462,-2.48108
156.650666667,-196.482,38.23,-15.7726,-5.00107,-3.61947,6.78185,-0.185853,13.7297,-1.39318,9.81828,-5.17151,2.81149,-7.95697,-0.04119,-5.42595,0.831614,-8.83171,0.640863,-4.66539,0.7345,-3.1149
156.672000000,-208.031,37.833,-12.0213,0.282528,-6.31625,7.17435,1.53716,7.8438,0.0689099,6.59361,1.58425,2.30545,-7.97038,0.0626938,-5.55607,-1.24567,-7.02952,0.0473998,-3.8135,1.23707,-3.36908
