TIME,30.2419,30.5707,30.9066,31.25,31.6011,31.9602,32.3276,32.7035,33.0882,33.4821,33.8855,34.2988,34.7222,35.1562,35.6013,36.0577,36.526,37.0066,37.5,38.0068,38.5274,39.0625,39.6127,40.1786,40.7609,41.3603,41.9776,42.6136,43.2692,43.9453,44.6429,45.3629,46.1066,46.875,47.6695,48.4914,49.3421,50.2232,51.1364,52.0833,53.066,54.0865,55.1471,56.25,57.398,58.5937,59.8404,61.1413,62.5,63.9205,65.407,66.9643,68.5976,70.3125,72.1154,74.0132,76.0135,78.125,80.3571,82.7206,85.2273,87.8906,90.7258,93.75,96.9828,100.446,104.167,108.173,112.5,117.187,122.283,127.841,133.929,140.625,148.026,156.25,165.441,175.781,187.5,200.893,216.346,234.375,255.682,281.25,312.5,351.562,401.786,468.75
0.000000000,2.67613e-05,3.29208e-05,0.00612065,0.0193275,0.013118,0.000784652,0.00022162,8.974e-05,0.000125748,0.000817041,0.0010128,0.00579239,0.0586203,0.0822637,0.0188583,0.00133173,0.00274234,0.00107621,0.000297336,0.000278582,0.00064395,0.00200171,0.0144028,0.00763533,0.000724431,6.76055e-05,6.14813e-05,0.000374679,0.00176718,0.00230635,0.00116711,0.0004494,0.000885164,0.000629539,9.25728e-05,0.000129186,0.000636771,0.000888825,0.000748251,0.000215924,0.000353429,0.000330744,0.000300333,0.000246715,0.00069568,0.00272273,0.00203508,0.00116418,0.00125461,0.00165081,0.00333513,0.00609239,0.0192533,0.0261578,0.00973181,0.00367549,0.00418501,0.00295954,0.00135257,0.00188225,0.00133316,0.000829538,0.000732684,0.000848283,0.000559927,0.000335833,0.000361217,0.000932699,0.0013732,0.000626661,0.000672687,0.000206373,8.13107e-05,0.000811327,0.000766232,0.000193896,0.000794865,0.00111886,0.000372475,0.000199812,8.6719e-05,2.66336e-05,0.00116516,0.00437091,0.00519704,0.00245565,0.000163019,0.000133649
1.365333333,2.67613e-05,3.29208e-05,0.00612232,0.0193324,0.0131727,0.000876952,0.00034934,0.000144548,0.000142194,0.000867692,0.0013556,0.00650826,0.0718646,0.100545,0.0232629,0.00143829,0.00282478,0.00110464,0.00379916,0.00562521,0.00231101,0.00216979,0.0144799,0.00764423,0.000745264,0.000111814,8.86993e-05,0.000374679,0.00176718,0.00233853,0.00122169,0.000475109,0.00109271,0.00086384,0.000101568,0.000135273,0.000636771,0.000888825,0.000748251,0.000215924,0.000353429,0.000330744,0.000301647,0.000247182,0.000708493,0.00325644,0.00292417,0.0013906,0.00125461,0.00170824,0.00607036,0.00936195,0.0204129,0.0264428,0.0115193,0.00762384,0.00698145,0.00371798,0.00160395,0.00246259,0.00240971,0.00142997,0.000785334,0.000848283,0.000559927,0.000344132,0.000372952,0.000932699,0.0013732,0.000626661,0.000709886,0.000236316,8.43418e-05,0.000811327,0.000769043,0.00020179,0.000794865,0.00111886,0.000372475,0.000199812,8.6719e-05,2.66336e-05,0.00116516,0.00438629,0.00526128,0.00249612,0.000168906,0.000200071
2.730666667,8.04017e-05,0.000165061,0.00621937,0.0193531,0.0131937,0.00333829,0.00793478,0.003831,0.000145025,0.000867692,0.0013556,0.013156,0.0978326,0.114331,0.0235919,0.00143829,0.00282478,0.00110464,0.00379916,0.00562521,0.00231101,0.00216979,0.0144799,0.00764423,0.000745264,0.000111814,8.86993e-05,0.000374679,0.00176718,0.00233853,0.00122253,0.000475812,0.00136448,0.00135828,0.000299095,0.000135273,0.00063888,0.000888825,0.000748251,0.000215924,0.000353429,0.00112175,0.00170289,0.00105412,0.00087832,0.00329721,0.00321931,0.00206647,0.00153828,0.0017376,0.00616988,0.00948699,0.0213041,0.028808,0.012597,0.00770704,0.00723182,0.00397338,0.00176584,0.00246259,0.00240971,0.00148269,0.00116639,0.00171346,0.00116298,0.000382529,0.000455038,0.000986933,0.0013732,0.000626661,0.000710508,0.000304207,0.000374328,0.00130144,0.000892883,0.000215805,0.000796428,0.00112061,0.000372475,0.000272985,0.000118321,3.86157e-05,0.00125263,0.00452266,0.00534269,0.00256226,0.00199338,0.00508513
4.096000000,8.04017e-05,0.000165061,0.00621937,0.0193531,0.0131937,0.00333829,0.00793478,0.003831,0.000156674,0.000882818,0.00144864,0.0145643,0.108954,0.129449,0.0238303,0.0028436,0.00508403,0.00116626,0.00380961,0.00563108,0.00253438,0.00335936,0.01584,0.00764423,0.000745264,0.000111814,8.86993e-05,0.000374679,0.00176718,0.00233853,0.00122253,0.000572406,0.00152454,0.00135828,0.000299095,0.000135273,0.00063888,0.000888825,0.000748251,0.000215924,0.000353429,0.00112175,0.00170289,0.00105412,0.00087832,0.00329721,0.00321931,0.00206647,0.00153828,0.0019094,0.00627345,0.0120103,0.0282628,0.0332871,0.0128691,0.00826064,0.00931409,0.00632172,0.00210523,0.00246259,0.00240971,0.00148269,0.00116639,0.00171346,0.00116298,0.000382529,0.000455038,0.000986933,0.0013732,0.000626661,0.000710508,0.000304207,0.000374328,0.00130144,0.000892883,0.000215805,0.000796428,0.00112061,0.000372475,0.000272985,0.000118321,3.86157e-05,0.00125263,0.00452266,0.00534269,0.00256226,0.00199338,0.00508553
5.461333333,8.04017e-05,0.000165061,0.00621937,0.019843,0.0142837,0.00360385,0.00795522,0.00385579,0.000230894,0.00164663,0.00287932,0.0147172,0.11444,0.140254,0.0250993,0.00292022,0.00512525,0.00116626,0.00381192,0.00563356,0.00253883,0.00336091,0.01584,0.00764423,0.000750393,0.000119144,9.48401e-05,0.000376094,0.00176718,0.00234064,0.0012226,0.00059087,0.0016278,0.0015018,0.000376482,0.000198567,0.000737291,0.00108754,0.000848969,0.000233876,0.00035878,0.001133,0.00171372,0.00107827,0.000885587,0.00333998,0.00325245,0.00211426,0.00205236,0.00312215,0.00679537,0.0121652,0.0288584,0.0347682,0.0140354,0.00860457,0.00952776,0.00650219,0.00223627,0.00249905,0.00240971,0.00151792,0.00130542,0.00180234,0.00119273,0.00038616,0.000455038,0.00103571,0.00146736,0.000649638,0.000710508,0.000304207,0.000387867,0.00139108,0.00107608,0.000223334,0.00131735,0.00195331,0.00046515,0.000272985,0.000118321,3.86157e-05,0.0012546,0.00461219,0.00603839,0.00275323,0.0019957,0.00519895
6.826666667,8.12696e-05,0.000167156,0.00622051,0.0198433,0.0142878,0.00360475,0.00795561,0.00385672,0.000232649,0.00165702,0.00290998,0.0147432,0.114457,0.140317,0.025151,0.00294177,0.00516968,0.0012124,0.00385997,0.00564835,0.00257593,0.00338158,0.015849,0.0076502,0.000758655,0.000128324,9.48401e-05,0.000376094,0.00230582,0.00373577,0.00192106,0.000595513,0.00162966,0.00150974,0.000383077,0.000199642,0.000737291,0.00108985,0.000853125,0.000235596,0.00035878,0.00115382,0.0017536,0.00107827,0.000885587,0.00333998,0.00325245,0.00212356,0.00207016,0.00312215,0.0070115,0.012699,0.0290998,0.0349531,0.0144124,0.00880088,0.00969164,0.00664348,0.00249224,0.00249905,0.00240971,0.00151792,0.00130542,0.00180249,0.00121272,0.000400037,0.000467755,0.00105268,0.00149767,0.000667596,0.000767773,0.000446326,0.000458286,0.0013942,0.00107879,0.000225513,0.00131955,0.00195529,0.0004661,0.000274437,0.000123128,4.16002e-05,0.00125466,0.00461321,0.00603961,0.00275345,0.00200365,0.00520402
8.192000000,8.44984e-05,0.000168492,0.00622051,0.0198433,0.0143027,0.0036603,0.00800107,0.0038641,0.000241967,0.00172621,0.00303934,0.014787,0.130161,0.164784,0.0336585,0.00295333,0.00517679,0.00122052,0.00388134,0.00565607,0.00259862,0.00340091,0.0158651,0.00766107,0.000766899,0.000132585,9.60302e-05,0.000376094,0.00230582,0.00373577,0.00192106,0.000595513,0.0020674,0.00173814,0.000383077,0.000199642,0.000737291,0.00108985,0.000853125,0.000235596,0.00035878,0.00115382,0.0017536,0.00107827,0.000885587,0.00388285,0.00428719,0.00261284,0.00207016,0.00346012,0.00891087,0.0146836,0.0304562,0.0369112,0.0158336,0.0105095,0.0106728,0.00679432,0.00249224,0.0029016,0.00308226,0.00175925,0.00130542,0.00180249,0.00121272,0.000415227,0.000480963,0.00105268,0.00149767,0.000677052,0.000811117,0.000449077,0.000470336,0.00141627,0.00108793,0.000225513,0.00131955,0.00195529,0.0004661,0.000274437,0.000123128,4.16002e-05,0.00125466,0.00461321,0.00604935,0.00278543,0.00203691,0.00521809
9.557333333,8.44984e-05,0.000168492,0.00622051,0.019856,0.0143027,0.0036603,0.00800107,0.0038641,0.000241967,0.00172621,0.00303934,0.014787,0.144246,0.179339,0.0346026,0.00295333,0.00517856,0.00122626,0.00393065,0.0057533,0.00276622,0.0035448,0.0164827,0.0082382,0.000766899,0.000132585,9.60302e-05,0.000376094,0.00230582,0.00373577,0.00192106,0.000595513,0.00208117,0.00177728,0.000390878,0.000199642,0.000737291,0.00108985,0.000853125,0.000309916,0.000430405,0.00120807,0.00181388,0.00122148,0.000923096,0.00404756,0.00429839,0.00261284,0.00207016,0.00346012,0.00891087,0.0151858,0.0323633,0.0385704,0.0161077,0.0105148,0.0106728,0.00679432,0.00249224,0.0029016,0.0033048,0.00200968,0.00152516,0.00205792,0.00135321,0.000479045,0.000480963,0.00105268,0.00149792,0.000677348,0.000811826,0.000449214,0.000471186,0.00191593,0.00160587,0.000225513,0.00131955,0.00195529,0.0004661,0.000274437,0.000124838,4.84512e-05,0.00126605,0.00462883,0.00606041,0.00280223,0.00204016,0.00521809
10.922666667,8.44984e-05,0.000168492,0.00625887,0.0199926,0.0143738,0.0036603,0.00800107,0.0038641,0.000241967,0.00172706,0.00303934,0.0148676,0.14598,0.1839,0.0367479,0.00295333,0.00517856,0.00122626,0.00393065,0.0057533,0.00276622,0.00415201,0.0258116,0.016963,0.000766899,0.000132585,0.000101225,0.000383584,0.00235897,0.00399703,0.00296662,0.00173082,0.00237507,0.00177728,0.000390878,0.000210557,0.000894058,0.00108985,0.000853125,0.000309916,0.000430405,0.00121,0.00181792,0.00126537,0.000966204,0.00404756,0.00429839,0.00261284,0.00207016,0.00346012,0.00891087,0.0151858,0.0325671,0.0396062,0.0165379,0.0105398,0.0106728,0.00679432,0.00250407,0.00292625,0.00357307,0.00227317,0.00153184,0.00209144,0.001365,0.000479045,0.000533642,0.00108121,0.00190678,0.00198506,0.00946181,0.00840133,0.000471186,0.00191593,0.00160587,0.000225513,0.00132128,0.00195529,0.0004661,0.000275512,0.00013023,5.03466e-05,0.00126605,0.00495084,0.00608281,0.00280223,0.00204016,0.00521809
